audio_file_path,track,psalm_number,section_number,verse_number,section_title,part_number,text
audio/st-pauls-scott/disc01/track02/segment022.flac,02,2,1,11,Quare fremuerunt gentes?,2,and rejoice unto him with reverence.
audio/st-pauls-scott/disc01/track02/segment023.flac,02,2,1,12,Quare fremuerunt gentes?,1,"Kiss the Son, lest he be angry, and so ye perish from the right way"
audio/st-pauls-scott/disc01/track02/segment024.flac,02,2,1,12,Quare fremuerunt gentes?,2,"if his wrath be kindled, (yea but a little) blessed are all they that put their trust in him."
audio/st-pauls-scott/disc01/track02/segment025.flac,02,2,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc01/track02/segment026.flac,02,2,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc01/track02/segment027.flac,02,2,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc01/track02/segment028.flac,02,2,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc01/track02/segment029.flac,02,2,,,Doxology,2,
audio/st-pauls-scott/disc01/track03/segment000.flac,03,3,1,1,"Domine, quid multiplicati",1,
audio/st-pauls-scott/disc01/track03/segment001.flac,03,3,1,1,"Domine, quid multiplicati",1,"LORD, how are they increased that trouble me!"
audio/st-pauls-scott/disc01/track03/segment002.flac,03,3,1,1,"Domine, quid multiplicati",2,many are they that rise against me.
audio/st-pauls-scott/disc01/track03/segment003.flac,03,3,1,2,"Domine, quid multiplicati",1,Many one there be that say of my soul
audio/st-pauls-scott/disc01/track03/segment004.flac,03,3,1,2,"Domine, quid multiplicati",2,There is no help for him in his God.
audio/st-pauls-scott/disc01/track03/segment005.flac,03,3,1,3,"Domine, quid multiplicati",1,"But thou, O Lord, art my defender"
audio/st-pauls-scott/disc01/track03/segment006.flac,03,3,1,3,"Domine, quid multiplicati",2,"thou art my worship, and the lifter up of my head."
audio/st-pauls-scott/disc01/track03/segment007.flac,03,3,1,4,"Domine, quid multiplicati",1,I did call upon the Lord with my voice
audio/st-pauls-scott/disc01/track03/segment008.flac,03,3,1,4,"Domine, quid multiplicati",2,and he heard me out of his holy hill.
audio/st-pauls-scott/disc01/track03/segment009.flac,03,3,1,5,"Domine, quid multiplicati",1,"I laid me down and slept, and rose up again"
audio/st-pauls-scott/disc01/track03/segment010.flac,03,3,1,5,"Domine, quid multiplicati",2,for the Lord sustained me.
audio/st-pauls-scott/disc01/track03/segment011.flac,03,3,1,6,"Domine, quid multiplicati",1,I will not be afraid for ten thousands of the people
audio/st-pauls-scott/disc01/track03/segment012.flac,03,3,1,6,"Domine, quid multiplicati",2,that have set themselves against me round about.
audio/st-pauls-scott/disc01/track03/segment013.flac,03,3,1,7,"Domine, quid multiplicati",1,"Up, Lord, and help me, O my God"
audio/st-pauls-scott/disc01/track03/segment014.flac,03,3,1,7,"Domine, quid multiplicati",2,for thou smitest all mine enemies upon the cheek-bone; thou hast broken the teeth of the ungodly.
audio/st-pauls-scott/disc01/track03/segment015.flac,03,3,1,8,"Domine, quid multiplicati",1,Salvation belongeth unto the Lord
audio/st-pauls-scott/disc01/track03/segment016.flac,03,3,1,8,"Domine, quid multiplicati",2,and thy blessing is upon thy people.
audio/st-pauls-scott/disc01/track03/segment017.flac,03,3,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc01/track03/segment018.flac,03,3,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc01/track03/segment019.flac,03,3,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc01/track03/segment020.flac,03,3,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc01/track03/segment021.flac,03,3,,,Doxology,2,
audio/st-pauls-scott/disc01/track04/segment000.flac,04,4,1,1,Cum invocarem,1,
audio/st-pauls-scott/disc01/track04/segment001.flac,04,4,1,1,Cum invocarem,1,"HEAR me when I call, O God of my righteousness"
audio/st-pauls-scott/disc01/track04/segment002.flac,04,4,1,1,Cum invocarem,2,"thou hast set me at liberty when I was in trouble; have mercy upon me, and hearken unto my prayer."
audio/st-pauls-scott/disc01/track04/segment003.flac,04,4,1,2,Cum invocarem,1,"O ye sons of men, how long will ye blaspheme mine honour"
audio/st-pauls-scott/disc01/track04/segment004.flac,04,4,1,2,Cum invocarem,2,"and have such pleasure in vanity, and seek after leasing?"
audio/st-pauls-scott/disc01/track04/segment005.flac,04,4,1,3,Cum invocarem,1,"Know this also, that the Lord hath chosen to himself the man that is godly"
audio/st-pauls-scott/disc01/track04/segment006.flac,04,4,1,3,Cum invocarem,2,when I call upon the Lord he will hear me.
audio/st-pauls-scott/disc01/track04/segment007.flac,04,4,1,4,Cum invocarem,1,"Stand in awe, and sin not"
audio/st-pauls-scott/disc01/track04/segment008.flac,04,4,1,4,Cum invocarem,2,"commune with your own heart, and in your chamber, and be still."
audio/st-pauls-scott/disc01/track04/segment009.flac,04,4,1,5,Cum invocarem,1,Offer the sacrifice of righteousness
audio/st-pauls-scott/disc01/track04/segment010.flac,04,4,1,5,Cum invocarem,2,and put your trust in the Lord.
audio/st-pauls-scott/disc01/track04/segment011.flac,04,4,1,6,Cum invocarem,1,There be many that say
audio/st-pauls-scott/disc01/track04/segment012.flac,04,4,1,6,Cum invocarem,2,Who will show us any good?
audio/st-pauls-scott/disc01/track04/segment013.flac,04,4,1,7,Cum invocarem,1,"Lord, lift thou up"
audio/st-pauls-scott/disc01/track04/segment014.flac,04,4,1,7,Cum invocarem,2,the light of thy countenance upon us.
audio/st-pauls-scott/disc01/track04/segment015.flac,04,4,1,8,Cum invocarem,1,Thou hast put gladness in my heart
audio/st-pauls-scott/disc01/track04/segment016.flac,04,4,1,8,Cum invocarem,2,since the time that their corn and wine and oil increased.
audio/st-pauls-scott/disc01/track04/segment017.flac,04,4,1,9,Cum invocarem,1,"I will lay me down in peace, and take my rest"
audio/st-pauls-scott/disc01/track04/segment018.flac,04,4,1,9,Cum invocarem,2,"for it is thou, Lord, only, that makest me dwell in safety."
audio/st-pauls-scott/disc01/track04/segment019.flac,04,4,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc01/track04/segment020.flac,04,4,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc01/track04/segment021.flac,04,4,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc01/track04/segment022.flac,04,4,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc01/track04/segment023.flac,04,4,,,Doxology,2,
audio/st-pauls-scott/disc01/track05/segment000.flac,05,5,1,1,Verba mea auribus,1,
audio/st-pauls-scott/disc01/track05/segment001.flac,05,5,1,1,Verba mea auribus,1,"PONDER my words, O Lord"
audio/st-pauls-scott/disc01/track05/segment002.flac,05,5,1,1,Verba mea auribus,2,consider my meditation.
audio/st-pauls-scott/disc01/track05/segment003.flac,05,5,1,2,Verba mea auribus,1,"O hearken thou unto the voice of my calling, my King and my God"
audio/st-pauls-scott/disc01/track05/segment004.flac,05,5,1,2,Verba mea auribus,2,for unto thee will I make my prayer.
audio/st-pauls-scott/disc01/track05/segment005.flac,05,5,1,3,Verba mea auribus,1,"My voice shalt thou hear betimes, O Lord"
audio/st-pauls-scott/disc01/track05/segment006.flac,05,5,1,3,Verba mea auribus,2,"early in the morning will I direct my prayer unto thee, and will look up."
audio/st-pauls-scott/disc01/track05/segment007.flac,05,5,1,4,Verba mea auribus,1,For thou art the God that hast no pleasure in wickedness
audio/st-pauls-scott/disc01/track05/segment008.flac,05,5,1,4,Verba mea auribus,2,neither shall any evil dwell with thee.
audio/st-pauls-scott/disc01/track05/segment009.flac,05,5,1,5,Verba mea auribus,1,Such as be foolish shall not stand in thy sight
audio/st-pauls-scott/disc01/track05/segment010.flac,05,5,1,5,Verba mea auribus,2,for thou hatest all them that work vanity.
audio/st-pauls-scott/disc01/track05/segment011.flac,05,5,1,6,Verba mea auribus,1,Thou shalt destroy them that speak leasing
audio/st-pauls-scott/disc01/track05/segment012.flac,05,5,1,6,Verba mea auribus,2,the Lord will abhor both the blood-thirsty and deceitful man.
audio/st-pauls-scott/disc01/track05/segment013.flac,05,5,1,7,Verba mea auribus,1,"But as for me, I will come into thine house, even upon the multitude of thy mercy"
audio/st-pauls-scott/disc01/track05/segment014.flac,05,5,1,7,Verba mea auribus,2,and in thy fear will I worship toward thy holy temple.
audio/st-pauls-scott/disc01/track05/segment015.flac,05,5,1,8,Verba mea auribus,1,"Lead me, O Lord, in thy righteousness, because of mine enemies"
audio/st-pauls-scott/disc01/track05/segment016.flac,05,5,1,8,Verba mea auribus,2,make thy way plain before my face.
audio/st-pauls-scott/disc01/track05/segment017.flac,05,5,1,9,Verba mea auribus,1,For there is no faithfulness in his mouth
audio/st-pauls-scott/disc01/track05/segment018.flac,05,5,1,9,Verba mea auribus,2,their inward parts are very wickedness.
audio/st-pauls-scott/disc01/track05/segment019.flac,05,5,1,10,Verba mea auribus,1,Their throat is an open sepulchre
audio/st-pauls-scott/disc01/track05/segment020.flac,05,5,1,10,Verba mea auribus,2,they flatter with their tongue.
audio/st-pauls-scott/disc01/track05/segment021.flac,05,5,1,11,Verba mea auribus,1,"Destroy thou them, O God; let them perish through their own imaginations"
audio/st-pauls-scott/disc01/track05/segment022.flac,05,5,1,11,Verba mea auribus,2,cast them out in the multitude of their ungodliness; for they have rebelled against thee.
audio/st-pauls-scott/disc01/track05/segment023.flac,05,5,1,12,Verba mea auribus,1,And let all them that put their trust in thee rejoice
audio/st-pauls-scott/disc01/track05/segment024.flac,05,5,1,12,Verba mea auribus,2,"they shall ever be giving of thanks, because thou defendest them; they that love thy Name shall be joyful in thee;"
audio/st-pauls-scott/disc01/track05/segment025.flac,05,5,1,13,Verba mea auribus,1,"For thou, Lord, wilt give thy blessing unto the righteous"
audio/st-pauls-scott/disc01/track05/segment026.flac,05,5,1,13,Verba mea auribus,2,and with thy favourable kindness wilt thou defend him as with a shield.
audio/st-pauls-scott/disc01/track05/segment027.flac,05,5,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc01/track05/segment028.flac,05,5,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc01/track05/segment029.flac,05,5,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc01/track05/segment030.flac,05,5,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc01/track05/segment031.flac,05,5,,,Doxology,2,
audio/st-pauls-scott/disc01/track06/segment000.flac,06,6,1,1,"Domine, ne in furore",1,
audio/st-pauls-scott/disc01/track06/segment001.flac,06,6,1,1,"Domine, ne in furore",1,"O LORD, rebuke me not in thine indignation"
audio/st-pauls-scott/disc01/track06/segment002.flac,06,6,1,1,"Domine, ne in furore",2,neither chasten me in thy displeasure.
audio/st-pauls-scott/disc01/track06/segment003.flac,06,6,1,2,"Domine, ne in furore",1,"Have mercy upon me, O Lord, for I am weak"
audio/st-pauls-scott/disc01/track06/segment004.flac,06,6,1,2,"Domine, ne in furore",2,"O Lord, heal me, for my bones are vexed."
audio/st-pauls-scott/disc01/track06/segment005.flac,06,6,1,3,"Domine, ne in furore",1,My soul also is sore troubled
audio/st-pauls-scott/disc01/track06/segment006.flac,06,6,1,3,"Domine, ne in furore",2,"but, Lord, how long wilt thou punish me?"
audio/st-pauls-scott/disc01/track06/segment007.flac,06,6,1,4,"Domine, ne in furore",1,"Turn thee, O Lord, and deliver my soul"
audio/st-pauls-scott/disc01/track06/segment008.flac,06,6,1,4,"Domine, ne in furore",2,O save me for thy mercy's sake.
audio/st-pauls-scott/disc01/track06/segment009.flac,06,6,1,5,"Domine, ne in furore",1,For in death no man remembereth thee
audio/st-pauls-scott/disc01/track06/segment010.flac,06,6,1,5,"Domine, ne in furore",2,and who will give thee thanks in the pit?
audio/st-pauls-scott/disc01/track06/segment011.flac,06,6,1,6,"Domine, ne in furore",1,I am weary of my groaning; every night wash I my bed
audio/st-pauls-scott/disc01/track06/segment012.flac,06,6,1,6,"Domine, ne in furore",2,and water my couch with my tears.
audio/st-pauls-scott/disc01/track06/segment013.flac,06,6,1,7,"Domine, ne in furore",1,My beauty is gone for very trouble
audio/st-pauls-scott/disc01/track06/segment014.flac,06,6,1,7,"Domine, ne in furore",2,and worn away because of all mine enemies.
audio/st-pauls-scott/disc01/track06/segment015.flac,06,6,1,8,"Domine, ne in furore",1,"Away from me, all ye that work vanity"
audio/st-pauls-scott/disc01/track06/segment016.flac,06,6,1,8,"Domine, ne in furore",2,for the Lord hath heard the voice of my weeping.
audio/st-pauls-scott/disc01/track06/segment017.flac,06,6,1,9,"Domine, ne in furore",1,The Lord hath heard my petition
audio/st-pauls-scott/disc01/track06/segment018.flac,06,6,1,9,"Domine, ne in furore",2,the Lord will receive my prayer.
audio/st-pauls-scott/disc01/track06/segment019.flac,06,6,1,10,"Domine, ne in furore",1,"All mine enemies shall be confounded, and sore vexed"
audio/st-pauls-scott/disc01/track06/segment020.flac,06,6,1,10,"Domine, ne in furore",2,"they shall be turned back, and put to shame suddenly."
audio/st-pauls-scott/disc01/track06/segment021.flac,06,6,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc01/track06/segment022.flac,06,6,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc01/track06/segment023.flac,06,6,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc01/track06/segment024.flac,06,6,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc01/track06/segment025.flac,06,6,,,Doxology,2,
audio/st-pauls-scott/disc01/track07/segment000.flac,07,7,1,1,"Domine, Deus meus",1,
audio/st-pauls-scott/disc01/track07/segment001.flac,07,7,1,1,"Domine, Deus meus",1,"O LORD my God, in thee have I put my trust"
audio/st-pauls-scott/disc01/track07/segment002.flac,07,7,1,1,"Domine, Deus meus",2,"save me from all them that persecute me, and deliver me;"
audio/st-pauls-scott/disc01/track07/segment003.flac,07,7,1,2,"Domine, Deus meus",1,"Lest he devour my soul, like a lion, and tear it in pieces"
audio/st-pauls-scott/disc01/track07/segment004.flac,07,7,1,2,"Domine, Deus meus",2,while there is none to help.
audio/st-pauls-scott/disc01/track07/segment005.flac,07,7,1,3,"Domine, Deus meus",1,"O Lord my God, if I have done any such thing"
audio/st-pauls-scott/disc01/track07/segment006.flac,07,7,1,3,"Domine, Deus meus",2,or if there be any wickedness in my hands;
audio/st-pauls-scott/disc01/track07/segment007.flac,07,7,1,4,"Domine, Deus meus",1,If I have rewarded evil unto him that dealt friendly with me
audio/st-pauls-scott/disc01/track07/segment008.flac,07,7,1,4,"Domine, Deus meus",2,"yea, I have delivered him that without any cause is mine enemy;"
audio/st-pauls-scott/disc01/track07/segment009.flac,07,7,1,5,"Domine, Deus meus",1,"Then let mine enemy persecute my soul, and take me"
audio/st-pauls-scott/disc01/track07/segment010.flac,07,7,1,5,"Domine, Deus meus",2,"yea, let him tread my life down upon the earth, and lay mine honour in the dust."
audio/st-pauls-scott/disc01/track07/segment011.flac,07,7,1,6,"Domine, Deus meus",1,"Stand up, O Lord, in thy wrath, and lift up thyself, because of the indignation of mine enemies"
audio/st-pauls-scott/disc01/track07/segment012.flac,07,7,1,6,"Domine, Deus meus",2,arise up for me in the judgement that thou hast commanded.
audio/st-pauls-scott/disc01/track07/segment013.flac,07,7,1,7,"Domine, Deus meus",1,And so shall the congregation of the people come about thee
audio/st-pauls-scott/disc01/track07/segment014.flac,07,7,1,7,"Domine, Deus meus",2,for their sakes therefore lift up thyself again.
audio/st-pauls-scott/disc01/track07/segment015.flac,07,7,1,8,"Domine, Deus meus",1,"The Lord shall judge the people; give sentence with me, O Lord"
audio/st-pauls-scott/disc01/track07/segment016.flac,07,7,1,8,"Domine, Deus meus",2,"according to my righteousness, and according to the innocency that is in me."
audio/st-pauls-scott/disc01/track07/segment017.flac,07,7,1,9,"Domine, Deus meus",1,O let the wickedness of the ungodly come to an end
audio/st-pauls-scott/disc01/track07/segment018.flac,07,7,1,9,"Domine, Deus meus",2,but guide thou the just.
audio/st-pauls-scott/disc01/track07/segment019.flac,07,7,1,10,"Domine, Deus meus",1,For the righteous God
audio/st-pauls-scott/disc01/track07/segment020.flac,07,7,1,10,"Domine, Deus meus",2,trieth the very hearts and reins.
audio/st-pauls-scott/disc01/track07/segment021.flac,07,7,1,11,"Domine, Deus meus",1,My help cometh of God
audio/st-pauls-scott/disc01/track07/segment022.flac,07,7,1,11,"Domine, Deus meus",2,who preserveth them that are true of heart.
audio/st-pauls-scott/disc01/track07/segment023.flac,07,7,1,12,"Domine, Deus meus",1,"God is a righteous Judge, strong and patient"
audio/st-pauls-scott/disc01/track07/segment024.flac,07,7,1,12,"Domine, Deus meus",2,and God is provoked every day.
audio/st-pauls-scott/disc01/track07/segment025.flac,07,7,1,13,"Domine, Deus meus",1,"If a man will not turn, he will whet his sword"
audio/st-pauls-scott/disc01/track07/segment026.flac,07,7,1,13,"Domine, Deus meus",2,"he hath bent his bow, and made it ready."
audio/st-pauls-scott/disc01/track07/segment027.flac,07,7,1,14,"Domine, Deus meus",1,He hath prepared for him the instruments of death
audio/st-pauls-scott/disc01/track07/segment028.flac,07,7,1,14,"Domine, Deus meus",2,he ordaineth his arrows against the persecutors.
audio/st-pauls-scott/disc01/track07/segment029.flac,07,7,1,15,"Domine, Deus meus",1,"Behold, he travaileth with mischief"
audio/st-pauls-scott/disc01/track07/segment030.flac,07,7,1,15,"Domine, Deus meus",2,"he hath conceived sorrow, and brought forth ungodliness."
audio/st-pauls-scott/disc01/track07/segment031.flac,07,7,1,16,"Domine, Deus meus",1,He hath graven and digged up a pit
audio/st-pauls-scott/disc01/track07/segment032.flac,07,7,1,16,"Domine, Deus meus",2,and is fallen himself into the destruction that he made for other.
audio/st-pauls-scott/disc01/track07/segment033.flac,07,7,1,17,"Domine, Deus meus",1,For his travail shall come upon his own head
audio/st-pauls-scott/disc01/track07/segment034.flac,07,7,1,17,"Domine, Deus meus",2,and his wickedness shall fall on his own pate.
audio/st-pauls-scott/disc01/track07/segment035.flac,07,7,1,18,"Domine, Deus meus",1,"I will give thanks unto the Lord, according to his righteousness"
audio/st-pauls-scott/disc01/track07/segment036.flac,07,7,1,18,"Domine, Deus meus",2,and I will praise the Name of the Lord most High.
audio/st-pauls-scott/disc01/track07/segment037.flac,07,7,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc01/track07/segment038.flac,07,7,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc01/track07/segment039.flac,07,7,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc01/track07/segment040.flac,07,7,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc01/track07/segment041.flac,07,7,,,Doxology,2,
audio/st-pauls-scott/disc01/track08/segment000.flac,08,8,1,1,"Domine, Dominus noster",1,
audio/st-pauls-scott/disc01/track08/segment001.flac,08,8,1,1,"Domine, Dominus noster",1,"O LORD our Governor, how excellent is thy Name in all the world"
audio/st-pauls-scott/disc01/track08/segment002.flac,08,8,1,1,"Domine, Dominus noster",2,thou that hast set thy glory above the heavens!
audio/st-pauls-scott/disc01/track08/segment003.flac,08,8,1,2,"Domine, Dominus noster",1,"Out of the mouth of very babes and sucklings hast thou ordained strength, because of thine enemies"
audio/st-pauls-scott/disc01/track08/segment004.flac,08,8,1,2,"Domine, Dominus noster",2,that thou mightest still the enemy and the avenger.
audio/st-pauls-scott/disc01/track08/segment005.flac,08,8,1,3,"Domine, Dominus noster",1,"For I will consider thy heavens, even the works of thy fingers"
audio/st-pauls-scott/disc01/track08/segment006.flac,08,8,1,3,"Domine, Dominus noster",2,"the moon and the stars, which thou hast ordained."
audio/st-pauls-scott/disc01/track08/segment007.flac,08,8,1,4,"Domine, Dominus noster",1,"What is man, that thou art mindful of him"
audio/st-pauls-scott/disc01/track08/segment008.flac,08,8,1,4,"Domine, Dominus noster",2,"and the son of man, that thou visitest him?"
audio/st-pauls-scott/disc01/track08/segment009.flac,08,8,1,5,"Domine, Dominus noster",1,Thou madest him lower than the angels
audio/st-pauls-scott/disc01/track08/segment010.flac,08,8,1,5,"Domine, Dominus noster",2,to crown him with glory and worship.
audio/st-pauls-scott/disc01/track08/segment011.flac,08,8,1,6,"Domine, Dominus noster",1,Thou makest him to have dominion of the works of thy hands
audio/st-pauls-scott/disc01/track08/segment012.flac,08,8,1,6,"Domine, Dominus noster",2,and thou hast put all things in subjection under his feet;
audio/st-pauls-scott/disc01/track08/segment013.flac,08,8,1,7,"Domine, Dominus noster",1,All sheep and oxen
audio/st-pauls-scott/disc01/track08/segment014.flac,08,8,1,7,"Domine, Dominus noster",2,"yea, and the beasts of the field;"
audio/st-pauls-scott/disc01/track08/segment015.flac,08,8,1,8,"Domine, Dominus noster",1,"The fowls of the air, and the fishes of the sea"
audio/st-pauls-scott/disc01/track08/segment016.flac,08,8,1,8,"Domine, Dominus noster",2,and whatsoever walketh through the paths of the seas.
audio/st-pauls-scott/disc01/track08/segment017.flac,08,8,1,9,"Domine, Dominus noster",1,O Lord our Governor
audio/st-pauls-scott/disc01/track08/segment018.flac,08,8,1,9,"Domine, Dominus noster",2,how excellent is thy Name in all the world!
audio/st-pauls-scott/disc01/track08/segment019.flac,08,8,,,Doxology,1,Glory be to the Father
audio/st-pauls-scott/disc01/track08/segment020.flac,08,8,,,Doxology,2,"and to the Son, and to the Holy Ghost"
audio/st-pauls-scott/disc01/track08/segment021.flac,08,8,,,Doxology,1,"As it was in the beginning, is now, and ever shall be"
audio/st-pauls-scott/disc01/track08/segment022.flac,08,8,,,Doxology,2,world without end. Amen.
audio/st-pauls-scott/disc01/track08/segment023.flac,08,8,,,Doxology,2,
audio/st-pauls-scott/disc01/track09/segment000.flac,09,9,1,1,Confitebor tibi,1,
audio/st-pauls-scott/disc01/track09/segment001.flac,09,9,1,1,Confitebor tibi,1,"I WILL give thanks unto thee, O Lord, with my whole heart"
audio/st-pauls-scott/disc01/track09/segment002.flac,09,9,1,1,Confitebor tibi,2,I will speak of all thy marvellous works.
